tweet_id,text,tweet_created_dt,retweets,favorites,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
1268436426456260609,Add @BTS_twt to the list of artists taking a stand against racism and supporting #BlackLivesMatter. These guys have amazing souls and hearts though so it’s no surprise. Respect fellas! ,2020-06-04 06:56:25,14461,46908,"['add', 'to', 'the', 'list', 'of', 'artists', 'taking', 'a', 'stand', 'against', 'racism', 'and', 'supporting', 'black', 'lives', 'matter', 'these', 'guys', 'have', 'amazing', 'souls', 'and', 'hearts', 'though', 'so', 'it', 'is', 'no', 'surprise', 'respect', 'fellas']","['add', ""to'"", ""the'"", 'list', 'of', 'artist', 'take', 'a', 'stand', 'against', 'racism', 'and', 'support', 'black', 'life', 'matter', 'these', 'guy', 'have', 'amazing', 'soul', 'and', 'heart', 'though', ""so'"", 'it', 'be', ""no'"", 'surprise', 'respect', 'fella']",joy,6.0,3.0730000000000004,inspired,26.0,5.232812795716437,joy,13.0
1276151858004922372,I’m dedicating this Black Trans Joy this morning to Zaya Wade and all the beautiful young trans babies! Anything is possible! You are worthy of celebration and love! @itsgabrielleu @DwyaneWade @CalvinKlein #BlackTransLivesMatter #zayawade #BlackLivesMatter #TransIsBeautiful,2020-06-25 13:54:47,1373,6466,"['i', 'am', 'dedicating', 'this', 'black', 'trans', 'joy', 'this', 'morning', 'to', 'zaya', 'wade', 'and', 'all', 'the', 'beautiful', 'young', 'trans', 'babies', 'anything', 'is', 'possible', 'you', 'are', 'worthy', 'of', 'celebration', 'and', 'love', 'black', 'trans', 'lives', 'matter', 'zayawade', 'black', 'lives', 'matter', 'trans', 'is', 'beautiful']","[""'i"", 'be', 'dedicate', 'this', 'black', 'trans', 'joy', 'this', 'morning', ""to'"", 'zaya', 'wade', 'and', 'all', ""the'"", 'beautiful', 'young', 'trans', 'baby', 'anything', 'be', 'possible', 'you', 'be', 'worthy', 'of', 'celebration', 'and', 'love', 'black', 'trans', 'life', 'matter', 'zayawade', 'black', 'life', 'matter', 'trans', 'be', 'beautiful']",joy,8.0,4.9830000000000005,inspired,19.0,4.015567978354527,joy,10.0
1268338031364374529,"Really upbeat here right now, after a man walked into the middle of the massive crowd blasting music. People are singing, dancing & waving signs. Some demonstrators remain face to face with the military & federal police, but things are peaceful at this #GeorgeFloyd protest. – at Lafayette Square Park",2020-06-04 00:25:25,905,3482,"['really', 'upbeat', 'here', 'right', 'now', 'after', 'a', 'man', 'walked', 'into', 'the', 'middle', 'of', 'the', 'massive', 'crowd', 'blasting', 'music', 'people', 'are', 'singing', 'dancing', '&', 'waving', 'signs', 'some', 'demonstrators', 'remain', 'face', 'to', 'face', 'with', 'the', 'military', '&', 'federal', 'police', 'but', 'things', 'are', 'peaceful', 'at', 'this', 'george', 'floyd', 'protest', 'at', 'lafayette', 'square', 'park']","['really', 'upbeat', 'here', 'right', 'now', 'after', 'a', 'man', 'walk', 'into', ""the'"", 'middle', 'of', ""the'"", 'massive', 'crowd', 'blasting', 'music', 'people', 'be', 'sing', 'dancing', '&', 'waving', 'sign', 'some', 'demonstrator', 'remain', 'face', ""to'"", 'face', 'with', ""the'"", 'military', '&', 'federal', 'police', 'but', 'thing', 'be', 'peaceful', 'at', 'this', 'george', 'floyd', 'protest', 'at', 'lafayette', 'square', 'park']",joy,5.0,3.2840000000000003,inspired,34.0,5.2991920703535635,joy,20.0
1272886606693892096,"LOOK what is happening on Congress Avenue in Austin this morning!!! Workers painting “Black Austin Matters” and being cheered on by nearby business employees! #blackLivesMatter @Austin, Texas ",2020-06-16 13:39:50,754,2390,"['look', 'what', 'is', 'happening', 'on', 'congress', 'avenue', 'in', 'austin', 'this', 'morning', 'workers', 'painting', 'black', 'austin', 'matters', 'and', 'being', 'cheered', 'on', 'by', 'nearby', 'business', 'employees', 'lives', 'matter', 'texas']","['look', 'what', 'be', 'happen', 'of', 'and', 'congress', 'avenue', 'in', 'austin', 'this', 'morning', 'worker', 'painting', 'black', 'austin', 'matter', 'and', 'be', 'cheer', 'on', 'by', 'nearby', 'business', 'employee', 'life', 'matter', 'texas']",joy,4.0,2.358,inspired,22.0,3.8263163793921238,joy,9.0
1274077880532766723,"On this day in 1865, the slaves in #Galveston, Texas received word that they were free. To Galveston’s NW lies #Houston, the city where George Floyd grew up, and current home to @NASA_Astronauts. Let’s celebrate the progress we’ve made, and continue to march as one. #juneteenth",2020-06-19 20:33:32,738,6001,"['on', 'this', 'day', 'in', '1865', 'the', 'slaves', 'in', 'galveston', 'texas', 'received', 'word', 'that', 'they', 'were', 'free', 'to', 'galveston', 'is', 'nw', 'lies', 'houston', 'the', 'city', 'where', 'george', 'floyd', 'grew', 'up', 'and', 'current', 'home', 'to', 'let', 'is', 'celebrate', 'the', 'progress', 'we', 'have', 'made', 'and', 'continue', 'to', 'march', 'as', 'one', 'juneteenth']","['of', ""n'"", 'this', 'day', 'in', '1865', ""the'"", 'slave', 'in', 'galveston', 'texas', 'receive', 'word', 'that', 'they', 'be', 'free', ""to'"", 'galveston', 'be', ""nw'"", 'lie', 'houston', ""the'"", 'city', 'where', 'george', 'floyd', 'grow', 'up', 'and', 'current', 'home', ""to'"", 'let', 'be', 'celebrate', ""the'"", 'progress', ""we'"", 'have', 'make', 'and', 'continue', ""to'"", 'march', 'as', 'one', 'juneteenth']",joy,5.0,2.5860000000000003,inspired,28.0,4.722528948523047,joy,13.0
1274512298938445824,BLACK LIVES MATTER BLACK LOVE MATTERS BLACK BUSINESSES MATTER BLACK ART MATTERS BLACK DREAMS MATTER,2020-06-21 01:19:46,601,1008,"['black', 'lives', 'matter', 'black', 'love', 'matters', 'black', 'businesses', 'matter', 'black', 'art', 'matters', 'black', 'dreams', 'matter']","['black', 'life', 'matter', 'black', 'love', 'matter', 'black', 'business', 'matter', 'black', 'art', 'matter', 'black', 'dream', 'matter']",joy,5.0,2.543,inspired,11.0,2.7579528583331894,joy,5.0
1265518323430838273,IN HIS OWN WORDS: George Floyd speaks about the senseless violence in Houston. You can tell the Brother had a beautiful heart. May Allah be pleased with him. ,2020-05-27 05:40:55,582,1329,"['in', 'his', 'own', 'words', 'george', 'floyd', 'speaks', 'about', 'the', 'senseless', 'violence', 'in', 'houston', 'you', 'can', 'tell', 'the', 'brother', 'had', 'a', 'beautiful', 'heart', 'may', 'allah', 'be', 'pleased', 'with', 'him']","[""'in"", 'he', 'own', 'word', 'george', 'floyd', 'speak', 'about', ""the'"", 'senseless', 'violence', 'in', 'houston', 'you', 'can', 'tell', ""the'"", 'brother', 'have', 'a', 'beautiful', 'heart', 'may', 'allah', ""be'"", 'pleased', 'with', 'he']",joy,3.0,2.053,inspired,16.0,2.768210322074455,joy,11.0
1266486235381534723,"Without a doubt police just started shit in Denver. We were peacefully protesting, walking up the street, and they gassed us. I was right there. No provocation from us. Police were smiling and laughing as they drove off. #BlackLivesMatter #denverprotests",2020-05-29 21:47:03,464,1268,"['without', 'a', 'doubt', 'police', 'just', 'started', 'shit', 'in', 'denver', 'we', 'were', 'peacefully', 'protesting', 'walking', 'up', 'the', 'street', 'and', 'they', 'gassed', 'us', 'i', 'was', 'right', 'there', 'no', 'provocation', 'from', 'us', 'police', 'were', 'smiling', 'and', 'laughing', 'as', 'they', 'drove', 'off', 'black', 'lives', 'matter', 'denverprotests']","['without', ""a'"", 'doubt', 'police', 'just', 'start', 'shit', 'in', 'denver', ""we'"", 'be', 'peacefully', 'protest', 'walk', 'up', ""the'"", 'street', 'and', 'they', 'gass', 'we', ""i'"", 'be', 'right', 'there', ""no'"", 'provocation', 'from', 'we', 'police', 'be', 'smile', 'and', 'laugh', 'as', 'they', 'drive', 'off', 'black', 'life', 'matter', 'denverprotest']",joy,7.0,4.553,inspired,28.0,5.424309003434707,joy,10.0
1267195562736201735,"A pint of joy to a peck of trouble, And never a laugh but the moans come double; And that is life! #Protest #GeorgeFloyd #WeAreDoneDying ",2020-05-31 20:45:40,367,907,"['a', 'pint', 'of', 'joy', 'to', 'a', 'peck', 'of', 'trouble', 'and', 'never', 'a', 'laugh', 'but', 'the', 'moans', 'come', 'double', 'and', 'that', 'is', 'life', 'protest', 'george', 'floyd', 'we', 'are', 'done', 'dying']","['pint', 'of', 'joy', ""to'"", ""a'"", 'peck', 'of', 'trouble', 'and', 'never', ""a'"", 'laugh', 'but', ""the'"", 'moan', 'come', 'double', 'and', 'that', 'be', 'life', 'protest', 'george', 'floyd', ""we'"", 'be', 'do', 'die']",joy,3.0,2.253,amused,17.0,3.381507052958523,joy,8.0
1266572954898489344,It warms my heart seeing business speaking out to keep the focus on what truly matters. They get it. They know. They understand. They won’t let their broken windows distract you from the real enemy: racism. #ColumbusOhio #columbusprotest #BlackLivesMatter #BLM,2020-05-30 03:31:38,314,949,"['it', 'warms', 'my', 'heart', 'seeing', 'business', 'speaking', 'out', 'to', 'keep', 'the', 'focus', 'on', 'what', 'truly', 'matters', 'they', 'get', 'it', 'they', 'know', 'they', 'understand', 'they', 'will', 'not', 'let', 'their', 'broken', 'windows', 'distract', 'you', 'from', 'the', 'real', 'enemy', 'racism', 'columbus', 'ohio', 'columbusprotest', 'black', 'lives', 'matter', 'blm']","['it', 'warm', 'my', 'heart', 'see', 'business', 'speak', 'out', ""to'"", 'keep', ""the'"", 'focus', 'of', 'and', 'what', 'truly', 'matter', 'they', 'get', 'it', 'they', 'know', 'they', 'understand', 'they', 'will', 'not', 'let', 'they', 'break', 'window', 'distract', 'you', 'from', ""the'"", 'real', 'enemy', 'racism', 'columbus', ""ohio'"", 'columbusprotest', 'black', 'life', 'matter', 'blm']",joy,5.0,1.9609999999999999,inspired,30.0,5.498415584714666,joy,15.0
