tweet_id,text,tweet_created_dt,retweets,favorites,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
1265511360684871680,Why are white republicans allowed to storm a capital building armed with guns yet peaceful protestors are shot with rubber bullets and tear gassed? Because they’re black. #GeorgeFloyd #JusticeForGeorgeFloyd,2020-05-27 05:13:15,2592,7120,"['why', 'are', 'white', 'republicans', 'allowed', 'to', 'storm', 'a', 'capital', 'building', 'armed', 'with', 'guns', 'yet', 'peaceful', 'protestors', 'are', 'shot', 'with', 'rubber', 'bullets', 'and', 'tear', 'gassed', 'because', 'they', 'are', 'black', 'george', 'floyd', 'justice', 'for', 'george', 'floyd']","['why', 'be', 'white', 'republicans', 'allow', ""to'"", 'storm', 'a', 'capital', 'building', 'armed', 'with', 'gun', 'yet', 'peaceful', 'protestor', 'be', 'shot', 'with', 'rubber', 'bullet', 'and', 'tear', 'gass', 'because', 'they', 'be', 'black', 'george', 'floyd', 'justice', 'for', 'george', 'floyd']",anger,4.0,2.455,angry,25.0,4.009161252909792,joy,9.0
1282108101743857664,What @detroitpolice did to the peaceful and nonviolent #detroitwillbreathe protestors is EXACTLY what we’ve been fighting against for weeks!! We must keep advocating for change to the police brutality that’s so prevalent within America’s police departments!! #blacklivesmatter,2020-07-12 00:22:46,1060,3717,"['what', 'did', 'to', 'the', 'peaceful', 'and', 'nonviolent', 'detroitwillbreathe', 'protestors', 'is', 'exactly', 'what', 'we', 'have', 'been', 'fighting', 'against', 'for', 'weeks', 'we', 'must', 'keep', 'advocating', 'for', 'change', 'to', 'the', 'police', 'brutality', 'that', 'is', 'so', 'prevalent', 'within', 'america', 'is', 'police', 'departments', 'blacklivesmatter']","['what', 'do', ""to'"", ""the'"", 'peaceful', ""and'"", 'nonviolent', 'detroitwillbreathe', 'protestor', 'be', 'exactly', 'what', ""we'"", 'have', 'be', 'fight', 'against', 'for', 'week', ""we'"", 'must', 'keep', 'advocate', 'for', 'change', ""to'"", ""the'"", 'police', 'brutality', 'that', 'be', ""so'"", 'prevalent', 'within', 'america', 'be', 'police', 'department', 'blacklivesmatter']",anger,3.0,2.494,inspired,21.0,3.5435853443106926,joy,10.0
1266520014879961094,"Calmer now with loud and ceaseless chanting at the White House, among the shouts here: George Floyd, say his name/No morals, no peace/Stop killing us/I can’t breathe. “None of us WANT to be here in the middle of a pandemic,” a protester yells out from the crowd behind me. ",2020-05-30 00:01:17,850,2128,"['calmer', 'now', 'with', 'loud', 'and', 'ceaseless', 'chanting', 'at', 'the', 'white', 'house', 'among', 'the', 'shouts', 'here', 'george', 'floyd', 'say', 'his', 'name', 'no', 'morals', 'no', 'peace', 'stop', 'killing', 'us', 'i', 'can', 'not', 'breathe', 'none', 'of', 'us', 'want', 'to', 'be', 'here', 'in', 'the', 'middle', 'of', 'a', 'pandemic', 'a', 'protester', 'yells', 'out', 'from', 'the', 'crowd', 'behind', 'me']","['calmer', 'now', 'with', 'loud', 'and', 'ceaseless', 'chanting', 'at', ""the'"", 'white', 'house', 'among', ""the'"", 'shout', 'here', 'george', 'floyd', 'say', 'he', 'name', ""no'"", 'moral', ""no'"", 'peace', 'stop', 'killing', 'we', ""i'"", 'can', 'not', 'breathe', 'none', 'of', 'we', 'want', ""to'"", ""be'"", 'here', 'in', ""the'"", 'middle', 'of', 'a', 'pandemic', 'a', 'protester', 'yell', 'out', 'from', ""the'"", 'crowd', 'behind', 'i']",anger,5.0,2.456,inspired,29.0,4.543347781634499,joy,18.0
1267631443984990208,Hate is the real virus we are fighting. #BlackLivesMatter,2020-06-02 01:37:42,782,6070,"['hate', 'is', 'the', 'real', 'virus', 'we', 'are', 'fighting', 'black', 'lives', 'matter']","['hate', 'be', ""the'"", 'real', 'virus', ""we'"", 'be', 'fight', 'black', 'life', 'matter']",anger,3.0,2.363,inspired,9.0,1.558008128999814,joy,4.0
1268045087197540352,Captain #DavidDorn’s life doesn’t matter to the left because they can’t use his death to steal votes. That says a lot about how much #BlackLivesMatter to Biden/Pelosi/Omar/AOC &amp; the #democrats. #StopTheMadness #justicefordaviddorn #DemocratRiots,2020-06-03 05:01:22,618,1197,"['captain', 'daviddorn', 'is', 'life', 'does', 'not', 'matter', 'to', 'the', 'left', 'because', 'they', 'can', 'not', 'use', 'his', 'death', 'to', 'steal', 'votes', 'that', 'says', 'a', 'lot', 'about', 'how', 'much', 'black', 'lives', 'matter', 'to', 'biden', 'pelosi', 'omar', 'aoc', '&amp', 'the', 'democrats', 'stop', 'the', 'madness', 'justicefordaviddorn', 'democrat', 'riots']","['captain', 'daviddorn', 'be', 'life', 'do', 'not', 'matter', ""to'"", ""the'"", 'leave', 'because', 'they', 'can', 'not', 'use', 'he', 'death', ""to'"", 'steal', 'vote', 'that', 'say', 'a', 'lot', 'about', 'how', 'much', 'black', 'life', 'matter', ""to'"", 'biden', 'pelosi', 'omar', 'aoc', '&amp', ""the'"", 'democrat', 'stop', ""the'"", 'madness', 'justicefordaviddorn', 'democrat', 'riot']",anger,6.0,3.1910000000000003,annoyed,26.0,4.1279100717238455,joy,13.0
1266410439379951620,"If you are queer & have EVER invoked Stonewall when talking about Pride... Then I better not see you condemn these riots right now. Period. & don’t forget — you benefited from a rioting black trans woman as Pride, as it is today, wouldn’t exist without her. #BlackLivesMatter ",2020-05-29 16:45:52,601,1695,"['if', 'you', 'are', 'queer', '&', 'have', 'ever', 'invoked', 'stonewall', 'when', 'talking', 'about', 'pride', 'then', 'i', 'better', 'not', 'see', 'you', 'condemn', 'these', 'riots', 'right', 'now', 'period', '&', 'do', 'not', 'forget', 'you', 'benefited', 'from', 'a', 'rioting', 'black', 'trans', 'woman', 'as', 'pride', 'as', 'it', 'is', 'today', 'would', 'not', 'exist', 'without', 'her', 'black', 'lives', 'matter']","['if', 'you', 'be', 'queer', '&', 'have', 'ever', 'invoke', 'stonewall', 'when', 'talk', 'about', 'pride', 'then', ""i'"", 'better', 'not', 'see', 'you', 'condemn', 'these', 'riot', 'right', 'now', 'period', '&', ""do'"", 'not', 'forget', 'you', 'benefit', 'from', 'a', 'rioting', 'black', 'trans', 'woman', 'as', 'pride', 'as', 'it', 'be', 'today', 'would', 'not', 'exist', 'without', 'she', 'black', 'life', 'matter']",anger,3.0,2.4370000000000003,inspired,29.0,5.155253659063692,joy,13.0
1272293236195852293,"The Drag March for Change has kicked off in Chicago, in support of Black Lives Matter and demand justice for victims of police brutality and excessive force through the Boystown community. #ChicagoProtest #BlackLivesMatter #BlackTransLivesMatter",2020-06-14 22:22:00,522,1368,"['the', 'drag', 'march', 'for', 'change', 'has', 'kicked', 'off', 'in', 'chicago', 'in', 'support', 'of', 'black', 'lives', 'matter', 'and', 'demand', 'justice', 'for', 'victims', 'of', 'police', 'brutality', 'and', 'excessive', 'force', 'through', 'the', 'boystown', 'community', 'chicago', 'protest', 'black', 'lives', 'matter', 'black', 'trans', 'lives', 'matter']","[""the'"", 'drag', 'march', 'for', 'change', 'have', 'kick', 'off', 'in', 'chicago', 'in', 'support', 'of', 'black', 'life', 'matter', 'and', 'demand', 'justice', 'for', 'victim', 'of', 'police', 'brutality', ""and'"", 'excessive', 'force', 'through', ""the'"", 'boystown', 'community', 'chicago', 'protest', 'black', 'life', 'matter', 'black', 'trans', 'life', 'matter']",anger,5.0,2.857,inspired,23.0,4.106703963322323,joy,11.0
1277661685470367744,DISGUSTING! Black Lives Matter Mob Beat Down Elderly Christian Man and 3 Others after St. Louis Statue After Prayer Service [VIDEO] Wow the mob just does not stop and the MSM continues to ignore the rise in hate crimes. Arrest all BLM thugs now! ,2020-06-29 17:54:18,460,322,"['disgusting', 'black', 'lives', 'matter', 'mob', 'beat', 'down', 'elderly', 'christian', 'man', 'and', '3', 'others', 'after', 'st.', 'louis', 'statue', 'after', 'prayer', 'service', 'video', 'wow', 'the', 'mob', 'just', 'does', 'not', 'stop', 'and', 'the', 'msm', 'continues', 'to', 'ignore', 'the', 'rise', 'in', 'hate', 'crimes', 'arrest', 'all', 'blm', 'thugs', 'now']","['disgusting', 'black', 'life', 'matter', 'mob', 'beat', 'down', 'elderly', 'christian', 'man', 'and', '3', 'other', 'after', 'st.', 'louis', 'statue', 'after', 'prayer', 'service', 'video', 'wow', ""the'"", 'mob', 'just', 'do', 'not', 'stop', 'and', ""the'"", 'msm', 'continue', ""to'"", 'ignore', ""the'"", 'rise', 'in', 'hate', 'crime', 'arrest', 'all', 'blm', 'thug', 'now']",anger,5.0,3.28,inspired,29.0,4.5805824656377565,joy,16.0
1280867201331986433,"UPDATE: 2 Accused of Vandalizing Black Lives Matter Mural Charged With Hate Crime in California. Nichole Anderson, 42. David Nelson, 53, are also facing counts of vandalism and possession of tools to commit vandalism: @nbcbayarea. https://www.nbcwashington.com/news/national-international/2-martinez-residents-charged-with-hate-crime-after-defacing-blm-mural/2355183/",2020-07-08 14:11:52,414,847,"['update', '2', 'accused', 'of', 'vandalizing', 'black', 'lives', 'matter', 'mural', 'charged', 'with', 'hate', 'crime', 'in', 'california', 'nichole', 'anderson', '42', 'david', 'nelson', '53', 'are', 'also', 'facing', 'counts', 'of', 'vandalism', 'and', 'possession', 'of', 'tools', 'to', 'commit', 'vandalism']","[""'update"", '2', 'accuse', 'of', 'vandalizing', 'black', 'life', 'matter', 'mural', 'charge', 'with', 'hate', 'crime', 'in', 'california', 'nichole', 'anderson', '42', 'david', 'nelson', '53', 'be', 'also', 'face', 'count', 'of', 'vandalism', 'and', 'possession', 'of', 'tool', ""to'"", 'commit', 'vandalism']",anger,5.0,2.5660000000000003,angry,28.0,4.39749523786817,joy,10.0
1266027850223755268,George Floyd deserves justice and so do all of the people who had their property destroyed in these riots. ,2020-05-28 15:25:35,362,1960,"['george', 'floyd', 'deserves', 'justice', 'and', 'so', 'do', 'all', 'of', 'the', 'people', 'who', 'had', 'their', 'property', 'destroyed', 'in', 'these', 'riots']","['george', 'floyd', 'deserve', 'justice', 'and', 'so', ""do'"", 'all', 'of', ""the'"", 'people', ""who'"", 'have', 'they', 'property', 'destroy', 'in', 'these', 'riot']",anger,4.0,2.576,annoyed,11.0,1.801752238720668,joy,7.0
