tweet_id,text,tweet_created_dt,retweets,favorites,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
1267660840154607620,"I send deep love & heartfelt condolence to the family of #GeorgeFloyd. We love you George &amp; hate how you died. God rest your soul &amp; bring justice to the man who murdered you. On the obscene pillaging &amp; rape of our cities ongoing, I stand with @realDonaldTrump.",2020-06-02 03:34:30,14249,62611,"['i', 'send', 'deep', 'love', '&', 'heartfelt', 'condolence', 'to', 'the', 'family', 'of', 'george', 'floyd', 'we', 'love', 'you', 'george', '&amp', 'hate', 'how', 'you', 'died', 'god', 'rest', 'your', 'soul', 'bring', 'justice', 'to', 'the', 'man', 'who', 'murdered', 'you', 'on', 'the', 'obscene', 'pillaging', 'rape', 'of', 'our', 'cities', 'ongoing', 'i', 'stand', 'with']","['i', 'send', 'deep', 'love', '&', 'heartfelt', 'condolence', ""to'"", ""the'"", 'family', 'of', 'george', 'floyd', ""we'"", 'love', 'you', 'george', '&amp', 'hate', 'how', 'you', 'die', 'god', 'rest', 'you', 'soul', 'bring', 'justice', ""to'"", ""the'"", 'man', ""who'"", 'murder', 'you', 'of', 'and', ""the'"", 'obscene', 'pillaging', 'rape', 'of', ""our'"", 'city', 'ongoing', ""i'"", 'stand', 'with']",sadness,7.0,4.991999999999999,angry,26.0,3.990647925306011,joy,11.0
1269821594240724995,Sarah Grossman DIED after getting teargassed at a Columbus #BlackLivesMatter protest fighting for justice. ANOTHER LIFE lost at the hands of police brutality… Enough is enough! #SarahGrossman https://www.thelantern.com/2020/06/columbus-looks-into-death-of-ohio-state-grad-who-attended-downtown-protests/,2020-06-08 02:40:34,4738,11460,"['sarah', 'grossman', 'died', 'after', 'getting', 'teargassed', 'at', 'a', 'columbus', 'black', 'lives', 'matter', 'protest', 'fighting', 'for', 'justice', 'another', 'life', 'lost', 'at', 'the', 'hands', 'of', 'police', 'brutality', 'enough', 'is', 'enough', 'sarah', 'grossman']","[""'sarah"", 'grossman', 'die', 'after', 'get', 'teargass', 'at', ""a'"", 'columbus', 'black', 'life', 'matter', 'protest', 'fighting', 'for', 'justice', 'another', 'life', 'lose', 'at', ""the'"", 'hand', 'of', 'police', 'brutality', 'enough', 'be', 'enough', 'sarah', 'grossman']",sadness,5.0,3.0940000000000003,inspired,21.0,3.345503561554571,joy,9.0
1266834737043300354,"Currently: Thousands gather for #JusticeforRegis (the #Toronto woman who died after falling from a balcony earlier this week during an interaction with police) chanting #BlackLivesMatter Yes, they do. ",2020-05-30 20:51:52,1963,3920,"['currently', 'thousands', 'gather', 'for', 'justicefor', 'regis', 'the', 'toronto', 'woman', 'who', 'died', 'after', 'falling', 'from', 'a', 'balcony', 'earlier', 'this', 'week', 'during', 'an', 'interaction', 'with', 'police', 'chanting', 'black', 'lives', 'matter', 'yes', 'they', 'do']","['currently', 'thousand', 'gather', 'for', 'justicefor', 'regis', ""the'"", 'toronto', 'woman', ""who'"", 'die', 'after', 'fall', 'from', 'a', 'balcony', 'earlier', 'this', 'week', 'during', 'a', 'interaction', 'with', 'police', 'chanting', 'black', 'life', 'matter', 'yes', 'they', 'do']",sadness,5.0,2.8,inspired,22.0,3.705601579964836,joy,12.0
1270404236577329152,"As I prepare to deliver the eulogy for #GeorgeFloyd, it’s not lost on me that his loved ones by my side and in the church are hurting and we are here to lift them. ",2020-06-09 17:15:47,438,2326,"['as', 'i', 'prepare', 'to', 'deliver', 'the', 'eulogy', 'for', 'george', 'floyd', 'it', 'is', 'not', 'lost', 'on', 'me', 'that', 'his', 'loved', 'ones', 'by', 'my', 'side', 'and', 'in', 'the', 'church', 'are', 'hurting', 'and', 'we', 'are', 'here', 'to', 'lift', 'them']","['a', ""'s"", ""i'"", 'prepare', ""to'"", 'deliver', ""the'"", 'eulogy', 'for', 'george', 'floyd', 'it', 'be', 'not', 'lose', 'on', ""me'"", 'that', 'he', 'love', 'one', 'by', 'my', 'side', 'and', 'in', ""the'"", 'church', 'be', 'hurt', 'and', ""we'"", 'be', 'here', ""to'"", 'lift', 'they']",sadness,4.0,2.447,inspired,16.0,2.959012770035944,joy,11.0
1266934310080253955,Communist Sandinists caught infiltrating & sabotaging #GeorgeFloyd protests in #Miami. This is a militant hate group that actively murders innocent Nicaraguans who want FREEDOM! Protesting is ILLEGAL in #Nicaragua because of these very same people. SHAMEFUL!,2020-05-31 03:27:32,437,366,"['communist', 'sandinists', 'caught', 'infiltrating', '&', 'sabotaging', 'george', 'floyd', 'protests', 'in', 'miami', 'this', 'is', 'a', 'militant', 'hate', 'group', 'that', 'actively', 'murders', 'innocent', 'nicaraguans', 'who', 'want', 'freedom', 'protesting', 'is', 'illegal', 'in', 'nicaragua', 'because', 'of', 'these', 'very', 'same', 'people', 'shameful']","['communist', 'sandinist', 'catch', 'infiltrate', '&', 'sabotage', 'george', 'floyd', 'protest', 'in', 'miami', 'this', 'be', ""a'"", 'militant', 'hate', 'group', 'that', 'actively', 'murder', 'innocent', 'nicaraguans', ""who'"", 'want', 'freedom', 'protest', 'be', 'illegal', 'in', 'nicaragua', 'because', 'of', 'these', 'very', 'same', 'people', 'shameful']",sadness,5.0,3.0460000000000003,angry,26.0,5.30538722779657,joy,8.0
1280546058905452547,“You killed your own—you killed your own this time.” Said slain 8 year old #SecorieaTurner’s grieving father. “You killed a child. She didn’t do nothing to nobody.” #BlackLivesMatter are you listening to this anguished black man? Does this black child’s life matter?,2020-07-07 16:55:46,415,1401,"['you', 'killed', 'your', 'own', 'you', 'killed', 'your', 'own', 'this', 'time', 'said', 'slain', '8', 'year', 'old', 'secorieaturner', 'is', 'grieving', 'father', 'you', 'killed', 'a', 'child', 'she', 'did', 'not', 'do', 'nothing', 'to', 'nobody', 'black', 'lives', 'matter', 'are', 'you', 'listening', 'to', 'this', 'anguished', 'black', 'man', 'does', 'this', 'black', 'child', 'is', 'life', 'matter']","['you', 'kill', 'you', 'own', 'you', 'kill', 'you', 'own', 'this', 'time', 'say', 'slain', '8', 'year', 'old', 'secorieaturner', 'be', 'grieve', 'father', 'you', 'kill', 'a', 'child', ""she'"", 'do', 'not', ""do'"", 'nothing', ""to'"", 'nobody', 'black', 'life', 'matter', 'be', 'you', 'listen', ""to'"", 'this', 'anguished', 'black', 'man', 'do', 'this', 'black', 'child', 'be', 'life', 'matter']",sadness,4.0,2.8440000000000003,sad,22.0,3.6836134657009945,joy,6.0
1269999146452254720,"HAUNTING: This memorial, just outside the block where #GeorgeFloyd was killed... is one of the most affecting places I’ve been in recent memory. It’s over 100 black names. Lives lost in cases of injustice. Displayed as tombstones in a graveyard. Hallowed Ground. @NBCNews",2020-06-08 14:26:06,289,670,"['haunting', 'this', 'memorial', 'just', 'outside', 'the', 'block', 'where', 'george', 'floyd', 'was', 'killed', 'is', 'one', 'of', 'the', 'most', 'affecting', 'places', 'i', 'have', 'been', 'in', 'recent', 'memory', 'it', 'is', 'over', '100', 'black', 'names', 'lives', 'lost', 'in', 'cases', 'of', 'injustice', 'displayed', 'as', 'tombstones', 'in', 'a', 'graveyard', 'hallowed', 'ground']","[""'haunt"", 'this', 'memorial', 'just', 'outside', ""the'"", 'block', 'where', 'george', 'floyd', 'be', 'kill', 'be', 'one', 'of', ""the'"", 'most', 'affect', 'place', ""i'"", 'have', 'be', 'in', 'recent', 'memory', 'it', 'be', 'over', '100', 'black', 'name', 'life', 'lose', 'in', 'case', 'of', 'injustice', 'display', 'as', 'tombstone', 'in', ""a'"", 'graveyard', 'hallow', 'ground']",sadness,6.0,2.987,amused,33.0,6.249645412174897,joy,13.0
1267538742983700485,"If private autopsy of #GeorgeFloyd is accurate, then the charge vs #DerekChauvin should be raised immediately to Murder-1. He choked that poor man for nearly 9 minutes-By minute 2 or 3 he knew or should have known he was killing that poor man-That’s premeditation That’s Murder-1",2020-06-01 19:29:20,250,1470,"['if', 'private', 'autopsy', 'of', 'george', 'floyd', 'is', 'accurate', 'then', 'the', 'charge', 'vs', 'derek', 'chauvin', 'should', 'be', 'raised', 'immediately', 'to', 'murder', '1', 'he', 'choked', 'that', 'poor', 'man', 'for', 'nearly', '9', 'minutes', 'by', 'minute', '2', 'or', '3', 'he', 'knew', 'or', 'should', 'have', 'known', 'he', 'was', 'killing', 'that', 'poor', 'man-that', 'is', 'premeditation', 'that', 'is', 'murder', '1']","['if', 'private', 'autopsy', 'of', 'george', 'floyd', 'be', 'accurate', 'then', ""tha'"", 'charge', 'versus', 'derek', 'chauvin', 'should', ""be'"", 'raise', 'immediately', ""to'"", 'murder', '1', 'he', 'choke', 'that', 'poor', 'man', 'for', 'nearly', '9', 'minute', 'by', 'minute', '2', 'or', '3', 'he', 'know', 'or', 'should', 'have', 'know', 'he', 'be', 'kill', 'that', 'poor', 'man', 'that', 'be', 'premeditation', 'that', 'be', 'murder', '1']",sadness,5.0,3.681,annoyed,27.0,3.876801671973388,joy,9.0
1267821609470947334,"TODAY w/ NEW TIME: Let’s show up for #TonyMcDade, #NinaPop, and other Black trans folks we’ve lost to senseless violence, especially from the police. #PrideMonth #BlackLivesMatter #BlackTransLivesMatter Where: Stonewall Inn When: 5 pm ET h/t: @queerDEP : @SarahWasko",2020-06-02 14:13:21,239,415,"['today', 'w/', 'new', 'time', 'let', 'is', 'show', 'up', 'for', 'tony', 'mc', 'dade', 'nina', 'pop', 'and', 'other', 'black', 'trans', 'folks', 'we', 'have', 'lost', 'to', 'senseless', 'violence', 'especially', 'from', 'the', 'police', 'pride', 'month', 'black', 'lives', 'matter', 'black', 'trans', 'lives', 'matter', 'where', 'stonewall', 'inn', 'when', '5', 'pm', 'et', 'h/t']","['today', 'with', 'new', 'time', 'let', 'be', 'show', 'up', 'for', 'tony', 'mc', 'dade', 'nina', 'pop', 'and', ""'other"", 'black', 'trans', 'folk', ""we'"", 'have', 'lose', ""to'"", 'senseless', 'violence', 'especially', 'from', ""the'"", 'police', 'pride', 'month', 'black', 'life', 'matter', 'black', 'trans', 'life', 'matter', 'where', 'stonewall', 'inn', 'when', '5', ""'"", 'pm', 'et', 'h', 't']",sadness,5.0,2.4080000000000004,inspired,29.0,4.7960961993549525,joy,15.0
1269817030179422208,"A white man takes the mic at the BLM protest at the White House — apologizes for his privilege, says his grandfather died 2 days ago but he is not grieving for him but for George Floyd. He justifies “burning shit down.” No other protestor has mentioned such a thing today. – at The White House",2020-06-08 02:22:26,208,517,"['a', 'white', 'man', 'takes', 'the', 'mic', 'at', 'the', 'blm', 'protest', 'at', 'the', 'white', 'house', 'apologizes', 'for', 'his', 'privilege', 'says', 'his', 'grandfather', 'died', '2', 'days', 'ago', 'but', 'he', 'is', 'not', 'grieving', 'for', 'him', 'but', 'for', 'george', 'floyd', 'he', 'justifies', 'burning', 'shit', 'down', 'no', 'other', 'protestor', 'has', 'mentioned', 'such', 'a', 'thing', 'today', 'at', 'the', 'white', 'house']","['white', 'man', 'take', ""the'"", 'mic', 'at', ""the'"", 'blm', 'protest', 'at', ""the'"", 'white', 'house', 'apologize', 'for', 'he', 'privilege', 'say', 'he', 'grandfather', 'die', '2', 'day', 'ago', 'but', ""he'"", 'be', 'not', 'grieve', 'for', 'he', 'but', 'for', 'george', 'floyd', 'he', 'justify', 'burn', 'shit', 'dow', 'and', ""no'"", ""'other"", 'protestor', ""has'"", 'mention', 'such', 'a', 'thing', 'today', 'at', ""the'"", 'white', 'house']",sadness,6.0,4.096,annoyed,33.0,5.223006289961652,joy,12.0
