tweet_id,text,tweet_created_dt,retweets,favorites,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,esn_sentiment,esn_sentiment_count
1267570638358827014,We demand the arrest of ALL the officers involved in the murder of #GeorgeFloyd! #WeAreDoneDying #JusticeForGeorgeFloyd,2020-06-01 21:36:05,13474,39840,"['we', 'demand', 'the', 'arrest', 'of', 'all', 'the', 'officers', 'involved', 'in', 'the', 'murder', 'of', 'george', 'floyd', 'we', 'are', 'done', 'dying', 'justice', 'for', 'george', 'floyd']","[""we'"", 'demand', ""the'"", 'arrest', 'of', 'all', ""the'"", 'officer', 'involved', 'in', ""the'"", 'murder', 'of', 'george', 'floyd', ""we'"", 'be', 'do', 'die', 'justice', 'for', 'george', 'floyd']",fear,3.0,2.62,angry,12.0,2.2719230941163984,joy,7.0
1265801524149706753,"On Tuesday, #GeorgeFloyd was killed by police in an incident in #Minneapolis, captured on video, where an officer knelt on his neck for nine minutes as he lay on the ground. George’s family say they want the “four officers involved in his death to be charged with #MURDER”.",2020-05-28 00:26:15,7030,30240,"['on', 'tuesday', 'george', 'floyd', 'was', 'killed', 'by', 'police', 'in', 'an', 'incident', 'in', 'minneapolis', 'captured', 'on', 'video', 'where', 'an', 'officer', 'knelt', 'on', 'his', 'neck', 'for', 'nine', 'minutes', 'as', 'he', 'lay', 'on', 'the', 'ground', 'george', 'is', 'family', 'say', 'they', 'want', 'the', 'four', 'officers', 'involved', 'in', 'his', 'death', 'to', 'be', 'charged', 'with', 'murder']","[""'o"", ""n'"", 'tuesday', 'george', 'floyd', 'be', 'kill', 'by', 'police', 'in', 'a', 'incident', 'in', 'minneapolis', 'capture', 'on', 'video', 'where', 'a', 'officer', 'kneld', 'on', 'he', 'neck', 'for', 'nine', 'minute', 'as', 'he', 'lay', 'on', ""the'"", 'ground', 'george', 'be', 'family', 'say', 'they', 'want', ""the'"", 'four', 'officer', 'involved', 'in', 'he', 'death', ""to'"", ""be'"", 'charge', 'with', 'murder']",fear,4.0,3.039,angry,29.0,4.85209507509851,joy,11.0
1266727101576761344,"While he hides behind his fence afraid/alone, I stand w/ people peacefully exercising their First Amendment Right after the murder of #GeorgeFloyd &amp; hundreds of years of institutional racism There are no vicious dogs &amp; ominous weapons. There is just a scared man. Afraid/alone...",2020-05-30 13:44:10,6431,26689,"['while', 'he', 'hides', 'behind', 'his', 'fence', 'afraid', 'alone', 'i', 'stand', 'w/', 'people', 'peacefully', 'exercising', 'their', 'first', 'amendment', 'right', 'after', 'the', 'murder', 'of', 'george', 'floyd', '&amp', 'hundreds', 'of', 'years', 'of', 'institutional', 'racism', 'there', 'are', 'no', 'vicious', 'dogs', 'ominous', 'weapons', 'there', 'is', 'just', 'a', 'scared', 'man', 'afraid', 'alone']","['while', ""he'"", 'hide', 'behind', 'he', 'fence', 'afraid', 'alone', ""i'"", 'stand', 'with', 'people', 'peacefully', 'exercising', 'they', 'first', 'amendment', 'right', 'after', ""the'"", 'murder', 'of', 'george', 'floyd', 'hundred', 'of', 'year', 'of', 'institutional', 'racism', 'there', 'be', ""no'"", 'vicious', 'dog', 'ominous', 'weapon', 'there', 'be', 'just', 'a', 'scared', 'man', 'afraid', 'alone']",fear,5.0,3.3750000000000004,angry,30.0,4.603106854948663,joy,12.0
1265878695706796035,"Every major US city has a Democrat Mayor, including Minneapolis Mayors appoint Police Chiefs Police Chiefs are responsible for hiring & developing personnel Most tragedies like the George Floyd murder take place in Democrat run cities by cops trained by Democrat police chiefs",2020-05-28 05:32:54,1532,4097,"['every', 'major', 'us', 'city', 'has', 'a', 'democrat', 'mayor', 'including', 'minneapolis', 'mayors', 'appoint', 'police', 'chiefs', 'police', 'chiefs', 'are', 'responsible', 'for', 'hiring', '&', 'developing', 'personnel', 'most', 'tragedies', 'like', 'the', 'george', 'floyd', 'murder', 'take', 'place', 'in', 'democrat', 'run', 'cities', 'by', 'cops', 'trained', 'by', 'democrat', 'police', 'chiefs']","['every', 'major', 'we', 'city', 'have', ""a'"", 'democrat', 'mayor', 'include', 'minneapolis', 'mayor', 'appoint', 'police', 'chief', 'police', 'chief', 'be', 'responsible', 'for', 'hire', '&', 'develop', 'personnel', 'most', 'tragedy', 'like', ""the'"", 'george', 'floyd', 'murder', 'take', 'place', 'in', 'democrat', 'run', 'city', 'by', 'cop', 'train', 'by', 'democrat', 'police', 'chief']",fear,6.0,3.366,angry,34.0,5.3995148107774344,joy,13.0
1267417105701486592,He stirred up protests. He failed to stop coronavirus. He turned off the lights and ran away to the bunker after none of that worked out for his polling. He doesn't care that a hundred thousand Americans just died from COVID or #GeorgeFloyd got murdered by cops. #BunkerTrump,2020-06-01 11:26:00,1386,3758,"['he', 'stirred', 'up', 'protests', 'he', 'failed', 'to', 'stop', 'coronavirus', 'he', 'turned', 'off', 'the', 'lights', 'and', 'ran', 'away', 'to', 'the', 'bunker', 'after', 'none', 'of', 'that', 'worked', 'out', 'for', 'his', 'polling', 'he', 'does', 'not', 'care', 'that', 'a', 'hundred', 'thousand', 'americans', 'just', 'died', 'from', 'covid', 'or', 'george', 'floyd', 'got', 'murdered', 'by', 'cops', 'bunker', 'trump']","['he', 'stir', 'up', 'protest', ""he'"", 'fail', ""to'"", 'stop', 'coronavirus', ""he'"", 'turn', 'off', ""the'"", 'light', 'and', 'run', 'away', ""to'"", ""the'"", 'bunker', 'after', 'none', 'of', 'that', 'work', 'out', 'for', 'he', 'polling', ""he'"", 'do', 'not', 'care', 'that', ""a'"", 'hundred', 'thousand', 'americans', 'just', 'die', 'from', 'covid', 'or', 'george', 'floyd', 'get', 'murder', 'by', 'cop', 'bunker', 'trump']",fear,5.0,2.5700000000000003,angry,35.0,5.2876384563178815,joy,12.0
1271270546106441730,Joe Biden was VP for 8 years Tragedies like the George Floyd killing happened every year that he &amp; Obama were in the White House Why didn’t they pass sweeping police reform then? All talk. No action. @realDonaldTrump will deliver Thanks for having me on @JackPosobiec @OANN,2020-06-12 02:38:11,1170,3041,"['joe', 'biden', 'was', 'vp', 'for', '8', 'years', 'tragedies', 'like', 'the', 'george', 'floyd', 'killing', 'happened', 'every', 'year', 'that', 'he', '&amp', 'obama', 'were', 'in', 'the', 'white', 'house', 'why', 'did', 'not', 'they', 'pass', 'sweeping', 'police', 'reform', 'then', 'all', 'talk', 'no', 'action', 'will', 'deliver', 'thanks', 'for', 'having', 'me', 'on']","['joe', 'biden', 'be', 'vp', 'for', '8', 'year', 'tragedy', 'like', ""the'"", 'george', 'floyd', 'kill', 'happen', 'every', 'year', 'that', ""he'"", '&amp', 'obama', 'be', 'in', ""the'"", 'white', 'house', 'why', 'do', 'not', 'they', 'pass', 'sweeping', 'police', 'reform', 'then', 'all', 'talk', ""no'"", 'action', 'will', 'deliver', 'thanks', 'for', 'have', ""me'"", 'on']",fear,5.0,3.805,amused,26.0,4.0530060399123915,joy,11.0
1271835925228793860,Shooting someone in the back is the act of a coward. Any cop who shoots someone in the back is both a coward and a murderer. #AtlantaShooting #BlackLivesMatter,2020-06-13 16:04:48,1168,3403,"['shooting', 'someone', 'in', 'the', 'back', 'is', 'the', 'act', 'of', 'a', 'coward', 'any', 'cop', 'who', 'shoots', 'someone', 'in', 'the', 'back', 'is', 'both', 'a', 'coward', 'and', 'a', 'murderer', 'atlanta', 'shooting', 'black', 'lives', 'matter']","['shooting', 'someone', 'in', ""the'"", 'back', 'be', ""the'"", 'act', 'of', 'a', 'coward', 'any', 'cop', ""who'"", 'shoot', 'someone', 'in', ""the'"", 'back', 'be', 'both', ""a'"", 'coward', 'and', 'a', 'murderer', 'atlanta', 'shoot', 'black', 'life', 'matter']",fear,5.0,3.35,inspired,14.0,2.2649708616573805,joy,7.0
1266485613924093955,DEVELOPING: 150 people shutdown 14 & U St. in DC over the death of #GeorgeFloyd. They’re not satisfied with the arrest of former Minneapolis Police Officer Derek Chauvin. Some are outraged he’s only facing 3rd degree murder &amp; manslaughter. Some want 1st degree charge. #DCProtest,2020-05-29 21:44:35,1100,2814,"['developing', '150', 'people', 'shutdown', '14', '&', 'u', 'st.', 'in', 'dc', 'over', 'the', 'death', 'of', 'george', 'floyd', 'they', 'are', 'not', 'satisfied', 'with', 'the', 'arrest', 'of', 'former', 'minneapolis', 'police', 'officer', 'derek', 'chauvin', 'some', 'are', 'outraged', 'he', 'is', 'only', 'facing', '3rd', 'degree', 'murder', 'manslaughter', 'some', 'want', '1st', 'degree', 'charge', 'd', 'c', 'protest']","['develop', '150', 'people', 'shutdown', '14', '&', ""u'"", ""'st."", 'in', 'dc', 'over', ""the'"", 'death', 'of', 'george', 'floyd', 'they', 'be', 'not', 'satisfied', 'with', ""the'"", 'arrest', 'of', 'former', 'minneapolis', 'police', 'officer', 'derek', 'chauvin', 'some', 'be', 'outrage', 'he', 'be', 'only', 'face', '3rd', 'degree', 'murder', 'manslaughter', 'some', 'want', '1st', 'degree', 'charge', 'd', 'c', 'protest']",fear,5.0,3.233,angry,26.0,4.238514433544586,joy,8.0
1267192456392704001,"#NOW: Hundreds are packing into H Street north of the White House for a third consecutive evening of protests over the death of George Floyd. Turnout is high even after yesterday’s clashes. It’s wholly peaceful at the moment, they’ve taken a knee chanting “stop killing us.” ",2020-05-31 20:33:19,1090,2714,"['now', 'hundreds', 'are', 'packing', 'into', 'h', 'street', 'north', 'of', 'the', 'white', 'house', 'for', 'a', 'third', 'consecutive', 'evening', 'of', 'protests', 'over', 'the', 'death', 'of', 'george', 'floyd', 'turnout', 'is', 'high', 'even', 'after', 'yesterday', 'is', 'clashes', 'it', 'is', 'wholly', 'peaceful', 'at', 'the', 'moment', 'they', 'have', 'taken', 'a', 'knee', 'chanting', 'stop', 'killing', 'us']","['now', 'hundred', 'be', 'pack', 'into', ""h'"", 'street', 'north', 'of', ""the'"", 'white', 'house', 'for', 'a', 'third', 'consecutive', 'evening', 'of', 'protest', 'over', ""the'"", 'death', 'of', 'george', 'floyd', 'turnout', 'be', 'high', 'even', 'after', 'yesterday', 'be', 'clash', 'it', 'be', 'wholly', 'peaceful', 'at', ""the'"", 'moment', 'they', 'have', 'take', 'a', 'knee', 'chanting', 'stop', 'kill', 'we']",fear,3.0,2.7110000000000003,angry,33.0,4.609227962254867,joy,13.0
1268012432527630337,"Are cable news networks going to cover the death of black St. Louis Police Captain #DavidDorn, killed by the riots you have promoted? It’s trending #3 on your own controlled Twitter now. Maybe it’s time. I thought #BlackLivesMatter. Or doesn’t that black life matter to you?",2020-06-03 02:51:37,769,1590,"['are', 'cable', 'news', 'networks', 'going', 'to', 'cover', 'the', 'death', 'of', 'black', 'st.', 'louis', 'police', 'captain', 'david', 'dorn', 'killed', 'by', 'the', 'riots', 'you', 'have', 'promoted', 'it', 'is', 'trending', '3', 'on', 'your', 'own', 'controlled', 'twitter', 'now', 'maybe', 'it', 'is', 'time', 'i', 'thought', 'black', 'lives', 'matter', 'or', 'does', 'not', 'that', 'black', 'life', 'matter', 'to', 'you']","['be', 'cable', 'news', 'network', 'go', ""to'"", 'cover', ""the'"", 'death', 'of', 'black', 'st.', 'louis', 'police', 'captain', 'david', 'dorn', 'kill', 'by', ""the'"", 'riot', 'you', 'have', 'promote', 'it', 'be', 'trend', '3', 'of', 'and', 'you', 'own', 'control', 'twitter', 'now', 'maybe', 'it', 'be', 'time', ""i'"", 'think', 'black', 'life', 'matter', 'or', 'do', 'not', 'that', 'black', 'life', 'matter', ""to'"", 'you']",fear,4.0,2.8989999999999996,amused,31.0,4.59452198177867,joy,13.0
