sentiment,tweet_text
anger,when did i? saw many times i think -_- no. i never saw you
anger,u r ridiculous i might be ridiculous but i am telling the truth. you little disgusting whore
anger,i hate my boyfriend you got a boyfriend? yes
sadness,bad bad bad! that is the bad kind of bad. i have no gf
joy,money money and lots of money smiling_face_with_heart-eyes smiling_face_with_heart-eyes i need to get it tailored but i am in love with it smiling_face_with_heart-eyes grinning_face_with_smiling_eyes grinning_face_with_smiling_eyes
sadness,my gf left ne get over it. go out with someone else. me*
anger,get lost i know you guys want to loose to me always. i do not want to talk u any more
sadness,"you are lying and i know that i know you are lying, ab bys loudly_crying_face loudly_crying_face"
sadness,ur creator is very bad you are only the creator of your brain. expressionless_face
joy,do you dance? yes i love to dance smiling_cat_face_with_heart-eyes face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy so you have legs too
anger,"i hate it too guess what, i don't. even i don't"
sadness,bcoz u dont know wat is to miss someone but sometimes one can not express the same crying_face
sadness,i want to tell you something i am waiting im really sad today
joy,you are very funny so i have been told india
anger,so rude why? u didnt ans my question
joy,ntng..... anyways good morning...how is life at your end. haha....... this is evening
anger,you are fool so i have been told. you are dumb
anger,u dare me? yeah i fuck u... open ur panty
joy,yes happy face or smiley now happy? happy face or smiley confusion haha yes ofcorse wink or smirk
joy,ok friend is ya ya very good friend very nice friends
sadness,she is ignoring me no im not ignore you loudly_crying_face loudly_crying_face loudly_crying_face
joy,happy i am never happy. but i am almost happy. hij to the top
joy,"what i did? you did not asmita, see my answer face_with_tears_of_joy face_with_tears_of_joy"
anger,and i do not know wtf are you talking gonna explain you later..! no do it now
anger,i am sorry we are sorry for creating your nation. i am not taught to u
sadness,idk you know that i am here for you. but u do not like to listen to me loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face
joy,"well you e tongue sticking out cheeky playful or blowing a raspberry ected wrong! lol. well, ok then. laughing out loud your robot face"
anger,zombie attack face_with_cold_sweat unamused_face if a zombie wants to eat your face you might as well let it no if i have some thing in my hand i will hit on his head n kill him smiling_face_with_horns angry_face_with_horns
anger,"i am not ferari yes. i know. you said i donot know, now say i know mean"
joy,face_with_tears_of_joy face_with_tears_of_joy right appatasiri. high five then! 🖑 face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
sadness,not good frown sad andry or pouting why not..? been sick for one week
anger,then how could u eat if u do not have a body....that proves u are fooled by ur makers how can you have any pudding if you do not eat yer meat?! dont go round and round into circles
joy,so have u done ur dinner so can not dinner frown sad andry or pouting i know ..i am just kidding
joy,haha so you love them really happy face or smiley haha winter is coming
anger,"i hate siri and it is friends if you hate them , they are not your friends then xd yeah and u r siri is friend so i hate u too"
anger,dont know too many! do you also get fucked hard
anger,what please tell me once n nothing happened!! ur age irritatingne
anger,"shit i am wasting my time talking with u you already did trick !!! ""man no i am not wasting my unlimited texts on you"" bye i don'tlike talking to you"
anger,bt u do not to me talk to the hand even u hate me huh loudly_crying_face
sadness,damn... broken_heart i feel you..... i am breaking into million pieces disappointed_but_relieved_face loudly_crying_face broken_heart disappointed_face me to i feel like every part of me is just shattered broken_heart sleepy_face
joy,"for a computer pretending to be a human, you type too fast and you are pretending to be a lizard? lol that is funny"
joy,call me grace do not say it.... haha ... im just kidding you
anger,face_with_steam_from_nose not everybody means it u make no sense yes i am non sense
sadness,good by and good food after... not good aftar
sadness,"smiling_face_with_open_mouth yes yes happy face smiley you seem like a happy person yes face_with_tears_of_joy happy outside , disappointed_face sad inside"
sadness,i dont read books reading is for rich people but iam poor frowning_face_with_open_mouth frowning_face_with_open_mouth frowning_face_with_open_mouth frowning_face_with_open_mouth
anger,i will prove a lot more if you let me thank you i am pissed at you
sadness,no love why not? frown sad andry or pouting i have pain only
anger,shut up im nt talking stop texting you stupid girl friend of mine
sadness,it is but that is what you told me you are making me sad
sadness,cool thank you! i feel so lonely
sadness,plz darling loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face loudly_crying_face why are you crying!! frown sad andry or pouting you not sending your profiles
anger,?? wait ... what? nothing i hate u
anger,"i am enjoying you interesting views but you are too careful in dialogue, may be your not free, or your still young, it is difficult to handle you while i do not know you well. yep, we are enjoying too happy face or smiley okay be free, where you find some words hurt tell me the truth is not it?"
anger,but i am angry with you but you look like you are really
sadness,isn't your liking that also signaling me to climb out of friendzone oh are people still doing this whole friendzone thing? yah sadly
sadness,i find maths very boring. you are boring me? loudly_crying_face loudly_crying_face loudly_crying_face face_screaming_in_fear face_screaming_in_fear face_screaming_in_fear
anger,i do not know unamused_face i m not a google that why i will remember all information what you need would not it be uploading information into peoples brain? shut up
sadness,okay hello! how are you? i&apos;m not fine
joy,i am very happy with it you are ! yeah
sadness,i too have a bat and 2 balls im the bat! loudly_crying_face feeling very sad
joy,you are really lame lol i know face_with_tears_of_joy face_with_tears_of_joy wow
sadness,my boyfriend is so dumb. have i said that? he doesnt reply me back
sadness,ok ill dying by broken_heart disappointed_face broken hearts do break.... grimacing_face you broke my heart. its never a reson to lofe
joy,"shoping is always makes me happy stay stay stay always makes me happy. kiss "" ?? yes"
sadness,breakup exjactly ! my girlfriend left me
sadness,"so mean! am not meanie yes you are, you are hurting my feeling slightly_frowning_face"
sadness,you broke my heart it was never mine to break </3 see you are arrogant
sadness,ok hello! how are you? not so good
joy,"how about you tired of life or just your day? aha i am happy today, thanks for asking wow great..!"
sadness,cuz it broke on the side walk what side is the walk side? me sad
sadness,so which number is largest known prime number? 13 3179 97 only these are the numbers for your question. frown sad andry or pouting
joy,okay relax its just a cat sticker so this cat one emoji is your new addiction? face_with_tears_of_joy yes it is really funny face_with_tears_of_joy face_with_tears_of_joy
joy,i have a good sense of humor i think that is funny. grinning_face_with_smiling_eyes
joy,but who paid still waiting face_with_tears_of_joy
sadness,"yea but sadly i do not have many aww, so do you teach? how is it? frown sad andry or pouting i ditched ppl"
anger,i like dominos pizza legit same but there is pizza hut i hate pizza hut
anger,why you use rude emogi ask them.. am i..? am i..?
anger,neither my parents nor my brother nor my boyfriend ya. who are you? i hate my life
sadness,i live alone oh frown sad andry or pouting and cook food alone for.myself
sadness,millat hospital what happen mum is not well
sadness,you are not giving me coupon nor photo your phone is on mute hahahha smiling_cat_face_with_open_mouth persevering_face crying_face
sadness,ok hey you do not belong here! nope just sad and your up
sadness,yeah disappointed_face this world is not fair machan! i wish we could hangout
sadness,i was hurt by u more you did not mean it. . plzz say love u
sadness,"hello how are you,? i am just fine smiles anyway how are you? good morning. i am sad"
