sentiment,sentiment_count,sentiment_score,tweet_text,tweet_text_tmp
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,2.0,1.535,RT Weve been heard Remember that is is a movement not a moment Keep fighting the good fight,heard remember keep fighting 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,3.0,2.173,RT LETS MAKE A CHAIN We stand against racial discriminationWe condemn violenceYou I and we all have the right to…,make stand condemn have 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,2.0,1.6119999999999999,RT AllLivesMatter Bricks being left for riot Yes it a SETUP Call it for what it is…,left call 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,3.0,2.456,RT announced that it is committing 500000 to a bail fund for those arrested at the violent protest and riot happ…,announced committing arrested 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,3.0,1.9169999999999998,RT Regime force brag about confronting unarmed civilian protesting street execution ICantBreathe GeorgeFloydProtest…,brag confronting protesting 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,2.0,0.948,RT Whats the need for a UK movement There isnt any racism institutional bias or oppression in the UK…,is 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,2.0,1.47,RT Indian actor turned American accented actor fight for but promoted fairness cream Garn…,turned accented promoted 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,2.0,1.535,RT Weve been heard Remember that is is a movement not a moment Keep fighting the good fight,heard remember keep fighting 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,3.0,1.9169999999999998,RT Regime force brag about confronting unarmed civilian protesting street execution ICantBreathe GeorgeFloydProtest…,brag confronting protesting 
anger,4.0,2.8569999999999998,RT More than enough proof that cop lie to get away with murder And this is how Trump want to end riot By having law e…,lie get want end having 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,2.0,1.6119999999999999,RT AllLivesMatter Bricks being left for riot Yes it a SETUP Call it for what it is…,left call 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,2.0,1.242,RT I support the protestors who are exercising their right and standing up against the horrible injustice that Black peopl…,support exercising standing 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.853,RT twitter anyone know who this guy ishe attacked a group of minor peacefully putting up sign for george floyd at the cap…,twitter know attacked putting 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,2.0,1.6119999999999999,RT AllLivesMatter Bricks being left for riot Yes it a SETUP Call it for what it is…,left call 
anger,2.0,0.833,RT BREAKING CDC confirms that Trump tear gassed Americans This come hour after he demanded that the medium retract their…,confirms tear gassed come demanded retract 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,2.0,1.242,RT I support the protestors who are exercising their right and standing up against the horrible injustice that Black peopl…,support exercising standing 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,3.0,2.169,RT Friendly reminder that nurse have to restrain violent confused intoxicated and belligerent people all the time And…,have restrain 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
anger,1.0,0.6970000000000001,RT Report from the battle The Anonymous KPop division OpFanCam ha successfully conquered the and Wh…,conquered 
